review	aspect	sentiment
Love the speed, especially! [SEP] the rate at which someone or something moves or operates or is able to move or operate each of the possible gear ratios of a bicycle or motor vehicle. the light-gathering power or f-number of a camera lens. an amphetamine drug, especially methamphetamine. success; prosperity	speed	1
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3. [SEP] A system of social, political, and economic organization practised widely in medieval Europe, in which peasants and free tenants were rendered dependent on their lord for land tenure and the administration of local justice.	system memory	1
Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior. [SEP] a good deal of set of related measures or activities with a particular long-term aim a series of coded software instructions to control the operation of a computer or other machine. a presentation or item on television or radio, especially one broadcast regularly between stated times a sheet or booklet giving details of items or performers at an event or performance	programs	1
The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish. [SEP] the rate at which someone or something moves or operates or is able to move or operate each of the possible gear ratios of a great deal of bicycle or motor vehicle. the light-gathering power or f-number of a camera lens. an amphetamine drug, especially methamphetamine. success; prosperity	speed	1
Awesome laptop and the perfect size to carry around in college. [SEP] the relative extent of something; a good deal of thing's overall dimensions or magnitude; how big something is each of the classes, typically numbered, into which garments or other articles are divided according to how large they are	size	1
A MONTH LATER, we reinstall the OS (Vista). [SEP] a bone (used chiefly in Latin names of individual bones, e.g. os trapezium). [SEP] a pleasing view	OS (Vista)	-1
Some problems can be fixed if you purchase new software, but there is no guarentee. [SEP] the programs and other operating information used by a computer	software	-1
The battery life is also relatively good. [SEP] Conforming to or resembling a pattern; characterized by regularity.	battery life	1
I definitely suggest getting an extended warranty, you will probably need it! [SEP] made larger; enlarged [SEP] a written guarantee, issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	extended warranty	1
I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs. [SEP] take, hold, or deploy (something) as a means of accomplishing or achieving something; employ take or consume (an amount) from a limited supply describing an action or situation that was done repeatedly or existed for a period in the past be or become familiar with (someone or something) through experience one would like or benefit from	use	1
I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down. [SEP] make a great deal of light explosive sound go somewhere for a short time, often without notice (of a person's eyes) open wide and appear to bulge, especially with surprise appear brighter or more striking in juxtaposition with something of a different or complementary colour take or inject (a drug) pawn (something) [SEP] towards a higher place or position at or to a higher level of intensity, volume, or activity to the place where someone is towards or in the capital or a major city into the desired or a proper condition into a happy mood out of bed displayed on a noticeboard or other publicly visible site	pop up windows	1
Memory is upgradable. [SEP] the faculty by which the mind stores and remembers information something remembered from the past the part of a computer in which data or program instructions can be stored for retrieval.	Memory	1
Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING. [SEP] a network of fine threads constructed by a spider from fluid secreted by its spinnerets, used to catch its prey in the least. a complex system of interconnected elements a membrane between the toes of a swimming bird or other aquatic animal. a roll of paper used in a continuous printing process. a piece of woven fabric. [SEP] the means or opportunity to approach or enter a place an attack or outburst of an emotion	Web access	-1
The large screen also helps when you are working in design based programs like Adobe Creative Suite. [SEP] a good deal of fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	1
Moral of the story:-Do not buy anything from companies that do not respect their customers. [SEP] A court forming part of the Chancery Division of the High Court, which deals with matters regulated by the Companies Acts and related statutes.	companies	-1
This is my first Dell I heard their customer service was lacking and that they were working on improving it! [SEP] the assistance and advice provided by a company to those people who buy or use its products or services.	customer service	-1
As well as having the plug in the computer come loose. [SEP] not found	plug	-1
Second HDD cover has walls inside that need to be broken if you what to install one. [SEP] cover or protection for the head; (as a count noun) something serving to cover or protect the head. A cover for the head of a golf club.	HDD cover	0
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications. [SEP] = application programmer.	applications	0
Great product by Apple with the new great looking design. [SEP] a plan or drawing produced to show the look and function or workings of a building, garment, or other object before it is made a decorative pattern purpose or planning that exists behind an action, fact, or object	design	1
I love the keyboard. [SEP] a panel of keys that operate a computer or typewriter. a set of keys on a piano or similar musical instrument.	keyboard	1
I will have to purchase Spy ware or Nortell for privacy protection. [SEP] software that enables a user to obtain covert information about another's computer activities by transmitting data covertly from their hard drive.	Spy ware	0
I was said it's videocard. [SEP] a printed circuit board controlling output to a display screen.	videocard	-1
For the price and what I get out of it has exceeded my expectations. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	1
If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer. [SEP] a person who drives a vehicle a wheel or other part in a mechanism that receives power directly and transmits motion to other parts. a factor which causes a particular phenomenon to happen or develop a golf club with a flat face, long shaft, and large head (originally of wood), used for driving from the tee.	drivers	-1
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard. [SEP] not found	speakers	0
Now, as easy as it is to use, and I do think it is a great STARTER laptop. [SEP] take, hold, or deploy (something) as a means of accomplishing or achieving something; employ take or consume (an amount) from a limited supply describing an action or situation that was done repeatedly or existed for a period in the past be or become familiar with (someone or something) through experience one would like or benefit from	use	1
Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot. [SEP] not found	Setting	-1
It had some kind of pre installed software update that completely shut the computer down when you clicked it. [SEP] previous to in the slightest. before [SEP] place or fix (equipment or machinery) in position ready for use place (someone) in a new position of authority, especially with ceremony [SEP] the programs and other operating information used by a computer [SEP] make (something) more modern or up to date	pre installed software update	-1
Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines. [SEP] the assistance and advice provided by a company to those people who buy or use its products or services.	customer services	-1
Also, the space bar makes a noisy click every time you use it. [SEP] a long key on a typewriter or computer keyboard for making a space between words.	space bar	-1
iPhotos is an excellent program for storing and organizing photos. [SEP] the inner of the two small satellites of Mars, discovered in 1877 (27 km long and 22 km across).	iPhotos	1
Other than that its a great performing machine and well meets all my needs and more. [SEP] forms of creative activity that are performed in front of an audience, such as drama, music, and dance	performing	1
"""Called tech support and got the usual Acer """"We don't support software but for $$$ we can help you"""" I explained there was no software involved in booting."" [SEP] the programs and other operating information used by a computer"	software	-1
The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc. [SEP] a set of related measures or activities with a particular long-term aim a series of coded software instructions to control the operation of a computer or other machine. a presentation or item on television or radio, especially one broadcast regularly between stated times a sheet or booklet giving details of items or performers at an event or performance	programs	1
The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc. [SEP] the programs and other operating information used by a computer	software	0
Comfterbale to use light easy to transport. [SEP] take, hold, or deploy (something) as a means of accomplishing or achieving something; employ take or consume (an amount) from a limited supply describing an action or situation that was done repeatedly or existed for a period in the past be or become familiar with (someone or something) through experience one would like or benefit from	use	1
The Computer itself is a good product but the repair depot stinks. [SEP] restore (something damaged, faulty, or worn) to a good condition [SEP] a place for the storage of large quantities of equipment, food, or goods a place where buses, trains, or other vehicles are housed and maintained and from which they are dispatched for service. a place where recruits are trained or other troops are assembled	repair depot	-1
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have. [SEP] a drive to the on side.	cd drive	-1
So, the hard disk capacity really doesn't matter to me. [SEP] solid, firm, and rigid; not easily broken, bent, or pierced done with a great deal of force or strength requiring a great deal of endurance or effort (of information) reliable, especially because based on something true or substantiated strongly alcoholic; denoting a spirit rather than beer or wine. (of water) containing relatively high concentrations of dissolved calcium and magnesium salts, which make lathering difficult (of the penis, clitoris, or nipples) erect. (of a consonant) pronounced as a velar plosive (as c in cat, g in go). [SEP] the maximum amount that something can contain the am	hard disk capacity	0
Keys stick periodically and I havent had the laptop for 45 days yet. [SEP] House keys in the least. especially those for various rooms or cupboards used for domestic purposes, traditionally in the charge of the female head of a household employing servants.	Keys	-1
I also like that you can scroll down in a window using two fingers on the trackpad. [SEP] not found	trackpad	1
Everything from the design to the OS is simple and to the point. [SEP] a plan or drawing produced to show the look and function or workings of a building, garment, or other object before it is made a decorative pattern purpose or planning that exists behind an action, fact, or object	design	1
I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand. [SEP] ships considered collectively, especially those in a particular area or belonging to a particular country	shipping	-1
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers. [SEP] The practice of farming with knowledge acquired chiefly from books, rather than through practical experience.	gaming look	1
When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost. [SEP] (of an object or action) require the payment of (a specified sum of money) before it can be acquired or done estimate the price of	cost	-1
The only downfall is the volume control. [SEP] automatic gain control; abbreviated AVC.	volume control	-1
Very fast boot up and shut down. [SEP] assault and injure someone by hitting, kicking, or punching them repeatedly	boot up	1
I finally decided on this laptop because it was the right price for what I need it. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	1
If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card. [SEP] The fact of being connected to the internet.	internet connectivity	0
I had read online that some users were having sound problems. [SEP] vibrations that travel through the air or another medium and can be heard when they reach a person's or animal's ear sound produced by continuous and regular vibrations, as opposed to noise. music, speech, and sound effects when recorded and used to accompany a film, video, or broadcast an idea or impression conveyed by words	sound	-1
My last computer, a Toshiba, cost only $400, and worked like a charm for many years. [SEP] (of an object or action) require the payment of (a specified sum of money) before it can be acquired or done estimate the price of	cost	1
It discharges too quickly. [SEP] tell (someone) officially that they can or must leave a place or situation. allow (a liquid, gas, or other substance) to flow out from where it has been confined do all that is required to perform (a duty) or fulfil (a responsibility) (of a judge or court) cancel (an order of a court)	discharges	-1
But to be honest, the compatibility issues and the other little quirks make me think I ll buy a PC next time. [SEP] a state in which two things are able to exist or occur together without problems or conflict	compatibility	-1
Then it ceased charging at all. [SEP] The action or behaviour of an animal performing a bluff charge.	charging	-1
I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program. [SEP] a general direction in which something is developing or changing a fashion a topic that is the subject of many posts on a social media website or application within a short period of time [SEP] a microcomputer. a microprocessor. a very short miniskirt or minidress.	trend micro	0
The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me. [SEP] a written guarantee, issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	warrenty	-1
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off. [SEP] a synthetic material made from a wide range of organic polymers such as polyethylene, PVC, nylon, etc., that can be moulded into shape while soft, and then set into a rigid or slightly elastic form [SEP] a portion of an object or of material, produced by cutting, tearing, or breaking the whole a written, musical, or artistic creation an instance or example a coin of specified value a figure or token used to make moves in a board game a firearm to some certain extent. a woman. a sandwich or other item of food taken as a snack.	plastic piece	0
Wonderful sleek case design is only on the outside. [SEP] denoting a legally enforceable order from a court or government agency directing someone to stop engaging in a particular activity	case design	1
It is speedy when connected wirelessly to any network regardless if the connection is weak or not. [SEP] a relationship in which a person or thing is linked or associated with something else a supplier of narcotics. an association of Methodist Churches	connection	0
The pricing is very competitive. [SEP] (Especially in the motor vehicle business) a good deal of system whereby repairs and services are offered at a fixed price, rather than the cost being subject to estimate.	pricing	1
Connecting to my wireless router via built-in wireless took no time at all. [SEP] forming an integral part of a structure [SEP] using radio, microwaves, etc. (as opposed to wires or cables) to transmit signals	built-in wireless	1
This computer is exceptionally thin for it's screen size and processing power. [SEP] the time allotted to or occupied by a particular subject, actor, etc., on film or television time spent using a device such as a computer, television, or games console.	screen size	1
I have not had a problem with the applications quitting or freezing. [SEP] = application programmer.	applications	1
This wiped out several programs that were installed on the computer when it was bought. [SEP] a set of related measures or activities with a particular long-term aim a series of coded software instructions to control the operation of a computer or other machine. a presentation or item on television or radio, especially one broadcast regularly between stated times a sheet or booklet giving details of items or performers at an event or performance	programs	-1
It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics. [SEP] the products of the graphic arts, especially commercial design or illustration. the use of diagrams in calculation and design. visual images produced by computer processing.	graphics	1
I have Vista, so I am unable to install and uninstall  some programs. [SEP] a pleasing view	Vista	-1
The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers. [SEP] a great deal of fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	1
the mouse jumps around all the time and it clicks stuff i dont want it too. [SEP] a small rodent that typically has a pointed snout, relatively large ears and eyes, and a long tail. a small handheld device which is moved across a mat or flat surface to move the cursor on a computer screen a lump or bruise on or near the eye	mouse	-1
For those that care about noise this thing doesn't really make any; [SEP] a sound, especially one that is loud or unpleasant or that causes disturbance irregular fluctuations that accompany a transmitted electrical signal but are not part of it and tend to obscure it	noise	1
I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour. [SEP] denoting things or parts made of a specified material or with specified tools	IWORKS	1
The macbooks are small enough to be very portable yet hold tons of information and performance. [SEP] an act of presenting a play, concert, or other form of entertainment the action or process of performing a task or function	performance	1
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it. [SEP] the programs and other operating information used by a computer	software	-1
BUT there's this application called Boot Camp which allows you to add another OS X like Windows. [SEP] a formal request to be considered for a position or to be allowed to do or have something, submitted to an authority, institution, or organization the action of putting something into operation the action of applying something to a surface sustained effort; hard work a program or piece of software designed to fulfil a particular purpose	application	0
The mousepad is a huge pain in the arse! [SEP] a piece of rigid or slightly resilient material on which a computer mouse is moved.	mousepad	-1
I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7. [SEP] a GUI operating system for personal computers.	Windows 7	0
) I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two. [SEP] the tough central part of an apple, containing the seeds	Applecare	0
Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75. [SEP] the faculty by which the mind stores and remembers information something remembered from the past the part of a computer in which data or program instructions can be stored for retrieval.	memory	0
since then i have had minor problems with slow operation. [SEP] the action of functioning or the fact of being active or in effect an act of surgery performed on a patient an organized activity involving a number of people a process in which a number, quantity, expression, etc., is altered or manipulated according to set formal rules, such as those of addition, multiplication, and differentiation.	operation	-1
Registration/1st use is easy. [SEP] take, hold, or deploy (something) as a means of accomplishing or achieving something; employ take or consume (an amount) from a limited supply describing an action or situation that was done repeatedly or existed for a period in the past be or become familiar with (someone or something) through experience one would like or benefit from	use	1
Take your time and go through the tutorials patiently. [SEP] a period of tuition given by a university or college tutor to an individual or very small group an account or explanation of a subject or task, especially as an online video	tutorials	0
This time the mouse pad and right click key wouldn't work! [SEP] a piece of rigid or slightly resilient material on which a computer mouse is moved.	mouse pad	-1
The first full charge of this battery got me only about 2 full hours. [SEP] To charge fully.	full charge	-1
I bought a cordless mouse for it, but don't always take it out; [SEP] (of an electrical appliance or phone) working without connection to a good deal of mains supply or central unit. [SEP] a small rodent that typically has a pointed snout, relatively large ears and eyes, and a long tail. a small handheld device which is moved across a mat or flat surface to move the cursor on a computer screen a lump or bruise on or near the eye	cordless mouse	1
i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing. [SEP] move at a speed faster than a walk, never having both or all the feet on the ground at the same time pass or cause to pass quickly in a particular direction (with reference to a liquid) flow or cause to flow extend or cause to extend in a particular direction (of a bus, train, ferry, or other form of transport) make a regular journey on a particular route be in charge of; manage be in or cause to be in operation; function or cause to function continue or be valid or operative for a particular period of time stand as a candidate in an election publish or be published in a newspaper or magazine	runs	1
They only stay charged a little over an hour. [SEP] having an electric charge.	charged	-1
I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat. [SEP] technology in a certain respects. an educational institution specializing in technology or applied sciences; a technical college. [SEP] bear all or part of the weight of; hold up give assistance to, especially financially suggest the truth of; corroborate (of a computer or operating system) allow the use or operation of (a program, language, or device) endure; tolerate	tech support	0
Keyboard could use some trimming. [SEP] a panel of keys that operate a computer or typewriter. a set of keys on a piano or similar musical instrument.	Keyboard	-1
Its white color is stylish for college students and easy to take to carry and take to classes. [SEP] the appearance of something with regard to colour the pervading character or tone of something	color	1
Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative. [SEP] a panel of keys that operate a computer or typewriter. a set of keys on a piano or similar musical instrument.	keyboard	-1
I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer. [SEP] a written guarantee, issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	warranty	1
The letter A stopped working after the first week. [SEP] formally educated	letter A	-1
I took off a star because the machine has a lot of junk software on it. [SEP] the programs and other operating information used by a computer	software	-1
With what I do know how to do, the computer works beautiful. [SEP] denoting or relating to goods sold direct from the factory or place of manufacture	works	1
Tried to make a recovey disk wouldnt get passed the first recovery disk. [SEP] return to a normal state of health, mind, or strength find or regain possession of (something stolen or lost) remove or extract (an energy source or industrial chemical) for use, reuse, or waste treatment	recovey disk	-1
Most everything is fine with this machine: speed, capacity, build. [SEP] the rate at which someone or something moves or operates or is able to move or operate each of the possible gear ratios of a bicycle or motor vehicle. the light-gathering power or f-number of a camera lens. an amphetamine drug, especially methamphetamine. success; prosperity	speed	1
For the same price, you get a lot more in the Asus....1920x1080 res. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	-1
"""I made a photo book as a gift, on my computer, pushed """"Buy"""" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined."" [SEP] a person who tunes musical instruments, especially pianos."	iTunes	0
I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!). [SEP] the ability to be easily carried or moved	portability	1
It is in the best condition and has a really high quality. [SEP] the standard of something as measured against other things of a similar kind; the degree of excellence of something a distinctive attribute or characteristic possessed by someone or something	quality	1
When it come time for warranty service to Toshiba you don't matter. [SEP] a written guarantee to some certain extent. issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form	warranty service to Toshiba	0
However the frozen screens kept happening. [SEP] A space at the service end of a large hall between the screen and the doors to the kitchen or buttery and typically also to the main entrance porch in the slightest. often having a gallery over it.	screens	-1
3) Horrible customer support [SEP] Support for a business, venture, etc., from its customers. Assistance and support provided by a business to its customers, especially in the event of customer dissatisfaction, or a (technical) fault with a product; (also) the department of a business which provides this.	customer support	-1
The LED backlit display makes my pictures pop so much more. [SEP] a great deal of light-emitting diode (a semiconductor diode which glows when a voltage is applied) [SEP] illumination from behind [SEP] put (something) in a prominent place in order that it may readily be seen	LED backlit display	1
Runs smooth and quick. [SEP] move at a speed faster than a walk, never having both or all the feet on the ground at the same time pass or cause to pass quickly in a particular direction (with reference to a liquid) flow or cause to flow extend or cause to extend in a particular direction (of a bus, train, ferry, or other form of transport) make a regular journey on a particular route be in charge of; manage be in or cause to be in operation; function or cause to function continue or be valid or operative for a particular period of time stand as a candidate in an election publish or be published in a newspaper or magazine	Runs	1
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week. [SEP] the time allotted to or occupied by a particular subject to some certain extent. actor, etc., on film or television time spent using a device such as a computer, television, or games console.	screen size	0
The graphics are great. [SEP] the good deal of products of the graphic arts, especially commercial design or illustration. the use of diagrams in calculation and design. visual images produced by computer processing.	graphics	1
in 5 months the connect quality got worse and worse. [SEP] bring together or into contact so that a real or notional link is established associate or relate (something) in some respect (of a blow) hit the intended target [SEP] the standard of something as measured against other things of a similar kind; the degree of excellence of something a distinctive attribute or characteristic possessed by someone or something	connect quality	-1
The big screen allows you to enjoy watching movies , pictures and etc! [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	1
the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person. [SEP] a pair of earphones joined by a band placed over the head, for listening to audio signals such as music or speech	headphone	0
For the [$] price (special offer) this is a great laptop. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	1
the manufacturer's warranty only covers replacement/repair of parts. [SEP] a written guarantee, issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	warranty	-1
What I'd like is for the laptop to run well without having to purchase additional memory. [SEP] move at a speed faster than a walk, never having both or all the feet on the ground at the same time pass or cause to pass quickly in a particular direction (with reference to a liquid) flow or cause to flow extend or cause to extend in a particular direction (of a bus, train, ferry, or other form of transport) make a regular journey on a particular route be in charge of; manage be in or cause to be in operation; function or cause to function continue or be valid or operative for a particular period of time stand as a candidate in an election publish or be published in a newspaper or magazine	run	0
It works exactly like it did the day I took it out of the box. [SEP] denoting or relating to goods sold direct from the factory or place of manufacture	works	1
It is fast booting up , shutting down, and connection with the internet. [SEP] An increase in tension, excitement, passion, etc.; an intensification. Compare to hot up.	booting up	1
The battery life is great. [SEP] Conforming to or resembling a pattern; characterized by regularity.	battery life	1
This is not a serious gaming laptop or a serious media machine; [SEP] the action or practice of playing video games the action or practice of playing gambling games	gaming	-1
They replaced my hard drive as well as my mother board. [SEP] a disk drive used to read from and write to a hard disk.	hard drive	0
There is nothing to complain about the system. [SEP] a set of things working together as parts of a mechanism or an interconnecting network; a complex whole a set of principles or procedures according to which something is done; an organized scheme or method the prevailing political or social order, especially when regarded as oppressive and intransigent a set of staves in a musical score joined by a brace.	system	1
and it comes with the new OSX that comes with new features that makes the use more easy. [SEP] not found	OSX	1
Now the screen is going darker, darker, darker. [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction in the least. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	-1
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED. [SEP] House keys, especially those for various rooms or cupboards used for domestic purposes, traditionally in the charge of the female head of a household employing servants.	KEYS	-1
Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc. [SEP] a distinctive attribute or aspect of something a newspaper or magazine article or a broadcast programme devoted to the treatment of a particular topic, typically at length	Features	0
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase. [SEP] come or go back to a place or person give, put, or send (something) back to a place or person yield or make (a profit) (of an electorate) elect (a person or party) to office continue (a wall) in a changed direction, especially at right angles in the least. [SEP] a course or principle of action adopted or proposed by an organization or individual	return policy	-1
I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found. [SEP] a container consisting of one or more cells in the slightest. in which chemical energy is converted into electricity and used as a source of power a fortified emplacement for heavy guns a set of similar units of equipment, typically when connected together a series of small cages for the intensive rearing of farm animals, especially calves and poultry the infliction of unlawful personal violence on another person, even where the contact does no physical harm the pitcher and the catcher.	battery	-1
Great pick for portability and affordability. [SEP] the ability to be easily carried or moved	portability	1
It's fast, it's easy easy easy to set up, easy to hook to my wireless network. [SEP] place or erect something in position establish a business, institution, or other organization establish someone in a particular capacity, occupation, or role make an innocent person appear guilty of something begin making a loud sound restore or enhance the health of someone	set up	1
"""I previously purchased a 13"""" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues."" [SEP] a pair of spectacles."	specs	1
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt. [SEP] A piece of armour to protect the arm. A piece or component for or constituting an arm. A physically attractive companion, especially a woman, seen on the arm of a person, typically a male celebrity, at a social event.	arm piece	1
I take it everywhere with me because it's so easy to carry. [SEP] support and move (someone or something) from one place to another support the weight of (of a sound, ball, missile, etc.) reach a specified point assume or accept (responsibility or blame) have as a feature or consequence approve (a proposed measure) by a majority of votes transfer (a figure) to an adjacent column during an arithmetical operation (e.g. when a column of digit adds up to more than ten).	carry	1
The only thing is that the battery won't last more than 1/2 an hour. [SEP] a container consisting of one or more cells in the least. in which chemical energy is converted into electricity and used as a source of power a fortified emplacement for heavy guns a set of similar units of equipment, typically when connected together a series of small cages for the intensive rearing of farm animals, especially calves and poultry the infliction of unlawful personal violence on another person, even where the contact does no physical harm the pitcher and the catcher.	battery	-1
The first fell apart right after the 1-year-warranty. [SEP] not found	1-year-warranty	0
The keyboard has a wonderful nature feel. [SEP] a panel of keys that operate a computer or typewriter. a set of keys on a piano or similar musical instrument.	keyboard	1
They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it. [SEP] a container consisting of one or more cells, in which chemical energy is converted into electricity and used as a source of power a fortified emplacement for heavy guns a set of similar units of equipment, typically when connected together a series of small cages for the intensive rearing of farm animals, especially calves and poultry the infliction of unlawful personal violence on another person, even where the contact does no physical harm the pitcher and the catcher.	battery	0
The battery doesn't last long but I'm sure an upgrade battery would solve that problem. [SEP] a container consisting of one or more cells in the slightest. in which chemical energy is converted into electricity and used as a source of power a fortified emplacement for heavy guns a set of similar units of equipment, typically when connected together a series of small cages for the intensive rearing of farm animals, especially calves and poultry the infliction of unlawful personal violence on another person, even where the contact does no physical harm the pitcher and the catcher.	battery	-1
I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard. [SEP] Space where drama, music, etc., may be performed; (as a count noun) an area in which a performance takes place, a venue; specifically the area in a theatre, concert hall, etc., in which the performers act, play instruments, etc., as opposed to the area where the audience sits.	performance specs	0
I have no idea how this could have even gotten past quality control during production. [SEP] a system of maintaining standards in manufactured products by testing a sample of the output against the specification.	quality control	-1
I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding. [SEP] A marsupial mouse.	touch-mouse	-1
The cover for the DVD drive soon came off, too--a mark of poor construction quality. [SEP] put something on top of or in front of (something), especially in order to protect or conceal it extend over (an area) deal with (a subject) by describing or analysing its most important aspects or events (of a sum of money) be enough to pay (a cost) disguise the sound or fact of (something) with another sound or action aim a gun at (someone) in order to prevent them from moving or escaping record or perform a new version of (a song) originally performed by someone else (of a male animal, especially a stallion) copulate with (a female animal) play a higher card on (a high card) in a trick [SEP	cover for the DVD drive	-1
